kelurahan,kecamatan,kabupaten,provinsi,kodepos
'SEBERANG PANTAI','KUANTAN MUDIK','KUANTAN SINGINGI','RIAU','29564'
'INUMAN','HULU KUANTAN','KUANTAN SINGINGI','RIAU','29565'
'KOTO KOMBU','HULU KUANTAN','KUANTAN SINGINGI','RIAU','29565'
'LUBUK AMBACANG','HULU KUANTAN','KUANTAN SINGINGI','RIAU','29565'
'MUDIK ULO','HULU KUANTAN','KUANTAN SINGINGI','RIAU','29565'
'SEROSAH','HULU KUANTAN','KUANTAN SINGINGI','RIAU','29565'
'SUMPU','HULU KUANTAN','KUANTAN SINGINGI','RIAU','29565'
'TANJUNG','HULU KUANTAN','KUANTAN SINGINGI','RIAU','29565'
'TANJUNG MEDANG','HULU KUANTAN','KUANTAN SINGINGI','RIAU','29565'
'IBUL','PUCUK RANTAU','KUANTAN SINGINGI','RIAU','29558'
'KAMPUNG BARU IBUL','PUCUK RANTAU','KUANTAN SINGINGI','RIAU','29558'
'PANGKALAN','PUCUK RANTAU','KUANTAN SINGINGI','RIAU','29558'
'PERHENTIAN SUNGKAI','PUCUK RANTAU','KUANTAN SINGINGI','RIAU','29558'
'SETIANG','PUCUK RANTAU','KUANTAN SINGINGI','RIAU','29558'
'KEBUN LADO','SINGINGI','KUANTAN SINGINGI','RIAU','29563'
'LOGAS','SINGINGI','KUANTAN SINGINGI','RIAU','29563'
'MUARA LEMBU','SINGINGI','KUANTAN SINGINGI','RIAU','29563'
'PANGKALAN INDARUNG','SINGINGI','KUANTAN SINGINGI','RIAU','29563'
'PASIR EMAS','SINGINGI','KUANTAN SINGINGI','RIAU','29563'
'PETAI BARU','SINGINGI','KUANTAN SINGINGI','RIAU','29563'
'SUMBER DATAR','SINGINGI','KUANTAN SINGINGI','RIAU','29563'
'BERINGIN JAYA','SINGINGI HILIR','KUANTAN SINGINGI','RIAU','29567'
'KOTO BARU','SINGINGI HILIR','KUANTAN SINGINGI','RIAU','29567'
'MUARA BAHAN','SINGINGI HILIR','KUANTAN SINGINGI','RIAU','29567'
'PETAI','SINGINGI HILIR','KUANTAN SINGINGI','RIAU','29567'
'SIMPANG RAYA','SINGINGI HILIR','KUANTAN SINGINGI','RIAU','29567'
'SUKA DAMAI','SINGINGI HILIR','KUANTAN SINGINGI','RIAU','29567'
'SUMBER JAYA','SINGINGI HILIR','KUANTAN SINGINGI','RIAU','29567'
'TANJUNG PAUH','SINGINGI HILIR','KUANTAN SINGINGI','RIAU','29565'
'BANDAR ALAI','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29518'
'JAKE','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29519'
'JAYA','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29519'
'KOPAH','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29519'
'KOTO KARI','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29519'
'KOTO TALUK','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29515'
'KOTO TUO','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29519'
'MUNSALO','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29519'
'PASAR TALUK','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29511'
'PINTU GOBANG','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29519'
'SAWAH','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29512'
'SEBERANG TALUK','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29519'
'SEBERANG TELUK HILIR','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29519'
'SIMPANG TIGA','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29516'
'SITORAJO','KUANTAN TENGAH','KUANTAN SINGINGI','RIAU','29519'
'BERINGIN JAYA','SENTAJO RAYA','KUANTAN SINGINGI','RIAU','29551'
'GERINGGING JAYA','SENTAJO RAYA','KUANTAN SINGINGI','RIAU','29551'
'JALUR PATAH','SENTAJO RAYA','KUANTAN SINGINGI','RIAU','29551'
'KAMPUNG BARU SENTAJO','SENTAJO RAYA','KUANTAN SINGINGI','RIAU','29551'
'KOTO SENTAJO','SENTAJO RAYA','KUANTAN SINGINGI','RIAU','29551'
'LANGSAT HULU','SENTAJO RAYA','KUANTAN SINGINGI','RIAU','29551'
'MARSAWA','SENTAJO RAYA','KUANTAN SINGINGI','RIAU','29551'
'MUARA LANGSAT','SENTAJO RAYA','KUANTAN SINGINGI','RIAU','29551'
'MUARO SENTAJO','SENTAJO RAYA','KUANTAN SINGINGI','RIAU','29551'
'PARIT TERATAK AIR HITAM','SENTAJO RAYA','KUANTAN SINGINGI','RIAU','29551'
'SEBERANG TERATAK AIR HITAM','SENTAJO RAYA','KUANTAN SINGINGI','RIAU','29551'
'TERATAK AIR HITAM','SENTAJO RAYA','KUANTAN SINGINGI','RIAU','29551'
'BANJAR BENAI','BENAI','KUANTAN SINGINGI','RIAU','29552'
'BANJAR LOPAK','BENAI','KUANTAN SINGINGI','RIAU','29552'
'BENAI','BENAI','KUANTAN SINGINGI','RIAU','29552'
'BENAI KECIL','BENAI','KUANTAN SINGINGI','RIAU','29552'
'KOTO BENAI','BENAI','KUANTAN SINGINGI','RIAU','29552'
'SIBERAKUN','BENAI','KUANTAN SINGINGI','RIAU','29552'
'SIMANDOLAK','BENAI','KUANTAN SINGINGI','RIAU','29552'
'TANJUNG','BENAI','KUANTAN SINGINGI','RIAU','29557'
'TEBING TINGGI','BENAI','KUANTAN SINGINGI','RIAU','29552'
'UJUNG TANJUNG','BENAI','KUANTAN SINGINGI','RIAU','29552'
'BANUARAN','KUANTAN HILIR','KUANTAN SINGINGI','RIAU','29561'
'DUSUN TUO','KUANTAN HILIR','KUANTAN SINGINGI','RIAU','29561'
'KAMPUNG MADURA','KUANTAN HILIR','KUANTAN SINGINGI','RIAU','29561'
'KAMPUNG MEDAN','KUANTAN HILIR','KUANTAN SINGINGI','RIAU','29561'
'KAMPUNG TENGAH','KUANTAN HILIR','KUANTAN SINGINGI','RIAU','29561'
'KEPALA PULAU','KUANTAN HILIR','KUANTAN SINGINGI','RIAU','29561'
'KOTO TUO','KUANTAN HILIR','KUANTAN SINGINGI','RIAU','29561'
'RAWANG BONTO','KUANTAN HILIR','KUANTAN SINGINGI','RIAU','29561'
'TERATAK BARU','KUANTAN HILIR','KUANTAN SINGINGI','RIAU','29561'
'KOTO PANGEAN','PANGEAN','KUANTAN SINGINGI','RIAU','29553'
'PADANG KUNIK','PANGEAN','KUANTAN SINGINGI','RIAU','29553'
'PADANG TANGGUNG','PANGEAN','KUANTAN SINGINGI','RIAU','29553'
'PASAR BARU PANGEAN','PANGEAN','KUANTAN SINGINGI','RIAU','29553'
'PAUH ANGIT','PANGEAN','KUANTAN SINGINGI','RIAU','29553'
'PAUH ANGIT HULU','PANGEAN','KUANTAN SINGINGI','RIAU','29553'
'PEMBATANG','PANGEAN','KUANTAN SINGINGI','RIAU','29553'
'RAWANG BINJAI','PANGEAN','KUANTAN SINGINGI','RIAU','29553'
'SUKAPING','PANGEAN','KUANTAN SINGINGI','RIAU','29553'
'TANAH BEKALI','PANGEAN','KUANTAN SINGINGI','RIAU','29553'
'GIRI SAKO','LOGAS TANAH DARAT','KUANTAN SINGINGI','RIAU','29556'
'HULU TESO','LOGAS TANAH DARAT','KUANTAN SINGINGI','RIAU','29556'
'KUANTAN SAKO','LOGAS TANAH DARAT','KUANTAN SINGINGI','RIAU','29556'
'LOGAS','LOGAS TANAH DARAT','KUANTAN SINGINGI','RIAU','29556'
'LUBUK KEBUN','LOGAS TANAH DARAT','KUANTAN SINGINGI','RIAU','29556'
'PERHENTIAN LUAS','LOGAS TANAH DARAT','KUANTAN SINGINGI','RIAU','29556'
'RAMBAHAN','LOGAS TANAH DARAT','KUANTAN SINGINGI','RIAU','29556'
'SAKO MARGASARI','LOGAS TANAH DARAT','KUANTAN SINGINGI','RIAU','29556'
'SIKIJANG','LOGAS TANAH DARAT','KUANTAN SINGINGI','RIAU','29556'
'SITUGAL','LOGAS TANAH DARAT','KUANTAN SINGINGI','RIAU','29556'
'SUKARAJA','LOGAS TANAH DARAT','KUANTAN SINGINGI','RIAU','29556'
'SUNGAI RAMBAI','LOGAS TANAH DARAT','KUANTAN SINGINGI','RIAU','29556'
'TERATAK RENDAH','LOGAS TANAH DARAT','KUANTAN SINGINGI','RIAU','29556'
'DANAU','KUANTAN HILIR SEBERANG','KUANTAN SINGINGI','RIAU','29557'
'KASANG LIMAU SUNDAI','KUANTAN HILIR SEBERANG','KUANTAN SINGINGI','RIAU','29557'
'KOTO RAJO','KUANTAN HILIR SEBERANG','KUANTAN SINGINGI','RIAU','29557'
'LUMBOK','KUANTAN HILIR SEBERANG','KUANTAN SINGINGI','RIAU','29557'
'PELUKAHAN','KUANTAN HILIR SEBERANG','KUANTAN SINGINGI','RIAU','29557'
'RAWANG OGUANG','KUANTAN HILIR SEBERANG','KUANTAN SINGINGI','RIAU','29557'
'TANJUNG','KUANTAN HILIR SEBERANG','KUANTAN SINGINGI','RIAU','29557'
'TANJUNG PISANG','KUANTAN HILIR SEBERANG','KUANTAN SINGINGI','RIAU','29557'
'TERATAK JERING','KUANTAN HILIR SEBERANG','KUANTAN SINGINGI','RIAU','29557'
'KAMPUNG BARU','CERENTI','KUANTAN SINGINGI','RIAU','29555'
'KAMPUNG BARU TIMUR','CERENTI','KUANTAN SINGINGI','RIAU','29555'
'KOMPE BERANGIN','CERENTI','KUANTAN SINGINGI','RIAU','29555'
'KOTO CERENTI','CERENTI','KUANTAN SINGINGI','RIAU','29555'
'KOTO PERAKU','CERENTI','KUANTAN SINGINGI','RIAU','29555'
'PASAR CERENTI','CERENTI','KUANTAN SINGINGI','RIAU','29555'
'PESIKAIAN','CERENTI','KUANTAN SINGINGI','RIAU','29555'
'SIKAKAK','CERENTI','KUANTAN SINGINGI','RIAU','29555'
'BANJAR NANTIGO','INUMAN','KUANTAN SINGINGI','RIAU','29554'
'BEDENG SIKURAN','INUMAN','KUANTAN SINGINGI','RIAU','29554'
'KOTO INUMAN','INUMAN','KUANTAN SINGINGI','RIAU','29554'
'PASAR INUMAN','INUMAN','KUANTAN SINGINGI','RIAU','29554'
'SEBERANG PULAU BUSUK','INUMAN','KUANTAN SINGINGI','RIAU','29554'
'SIGARUNTANG','INUMAN','KUANTAN SINGINGI','RIAU','29554'
'BATURIJAL BARAT','PERANAP','INDRAGIRI HULU','RIAU','29354'
'BATURIJAL HILIR','PERANAP','INDRAGIRI HULU','RIAU','29354'
'BATURIJAL HULU','PERANAP','INDRAGIRI HULU','RIAU','29354'
'GUMANTI','PERANAP','INDRAGIRI HULU','RIAU','29354'
'KATIPO PURA','PERANAP','INDRAGIRI HULU','RIAU','29354'
'PANDAN WANGI','PERANAP','INDRAGIRI HULU','RIAU','29354'
'PAUH RANAP','PERANAP','INDRAGIRI HULU','RIAU','29354'
'PERANAP','PERANAP','INDRAGIRI HULU','RIAU','29354'
'SEMELINANG DARAT','PERANAP','INDRAGIRI HULU','RIAU','29354'
'SEMELINANG TEBING','PERANAP','INDRAGIRI HULU','RIAU','29354'
'SERAI WANGI','PERANAP','INDRAGIRI HULU','RIAU','29354'
'SETAKO RAYA','PERANAP','INDRAGIRI HULU','RIAU','29354'
'KOTO TUO','BATANG PERANAP','INDRAGIRI HULU','RIAU','29356'
'PELADANGAN','BATANG PERANAP','INDRAGIRI HULU','RIAU','29356'
'PEMATANG','BATANG PERANAP','INDRAGIRI HULU','RIAU','29356'
'PEMATANG BENTENG','BATANG PERANAP','INDRAGIRI HULU','RIAU','29356'
'PESAJIAN','BATANG PERANAP','INDRAGIRI HULU','RIAU','29356'
'SELUNAK','BATANG PERANAP','INDRAGIRI HULU','RIAU','29356'
'SENCANO JAYA','BATANG PERANAP','INDRAGIRI HULU','RIAU','29356'
'SUKA MAJU','BATANG PERANAP','INDRAGIRI HULU','RIAU','29356'
'SUNGAI AUR','BATANG PERANAP','INDRAGIRI HULU','RIAU','29356'
'BANDAR PADANG','SEBERIDA','INDRAGIRI HULU','RIAU','29371'
'BELIGAN','SEBERIDA','INDRAGIRI HULU','RIAU','29371'
'BUKIT MERANTI','SEBERIDA','INDRAGIRI HULU','RIAU','29371'
'BULUH RAMPAI','SEBERIDA','INDRAGIRI HULU','RIAU','29371'
'KELESA','SEBERIDA','INDRAGIRI HULU','RIAU','29371'
'PANGKALAN KASAI','SEBERIDA','INDRAGIRI HULU','RIAU','29371'
'PAYA RUMBAI','SEBERIDA','INDRAGIRI HULU','RIAU','29371'
'PETALA BUMI','SEBERIDA','INDRAGIRI HULU','RIAU','29371'
'SERESAM','SEBERIDA','INDRAGIRI HULU','RIAU','29371'
'SIBABAT','SEBERIDA','INDRAGIRI HULU','RIAU','29371'
'TITIAN RESAK','SEBERIDA','INDRAGIRI HULU','RIAU','29371'
'ALIM','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'ANAK TALANG','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'AUR CINA','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'BATU PAPAN','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'BUKIT LINGKAR','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'BUKIT LIPAI','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'CENAKU KECIL','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'KEPAYANG SARI','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'KERUBUNG JAYA','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'KUALA GADING','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'KUALA KILAN','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'LAHAI KEMUNING','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'PEJANGKI','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'PEMATANG MANGGIS','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'PETALING JAYA','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'PUNTIANAI','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'SANGLAP','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'SIPANG','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'TALANG BERSEMI','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'TALANG MULYA','BATANG CENAKU','INDRAGIRI HULU','RIAU','29373'
'BELIMBING','BATANG GANSAL','INDRAGIRI HULU','RIAU','29374'
'DANAU RAMBAI','BATANG GANSAL','INDRAGIRI HULU','RIAU','29374'
'PANYAGUAN','BATANG GANSAL','INDRAGIRI HULU','RIAU','29374'
'RANTAU LANGSAT','BATANG GANSAL','INDRAGIRI HULU','RIAU','29374'
'RINGIN','BATANG GANSAL','INDRAGIRI HULU','RIAU','29374'
'SEBERIDA','BATANG GANSAL','INDRAGIRI HULU','RIAU','29374'
'SIAMBUL','BATANG GANSAL','INDRAGIRI HULU','RIAU','29374'
'SUNGAI AKAR','BATANG GANSAL','INDRAGIRI HULU','RIAU','29374'
'TALANG LAKAT','BATANG GANSAL','INDRAGIRI HULU','RIAU','29374'
'USUL','BATANG GANSAL','INDRAGIRI HULU','RIAU','29374'
'BONGKAL MALANG','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'BUKIT SELANJUT','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'DUSUN TUA','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'DUSUN TUA PELANG','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'KOTA MEDAN','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'PASIR BERINGIN','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'PELANGKO','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'POLAK PISANG','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'PULAU SENGKILO','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'SIMPANG KELAYANG','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'SIMPANG KOTA MEDAN','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'SUNGAI BANYAK IKAN','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'SUNGAI GOLANG','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'SUNGAI KUNING BENIO','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'SUNGAI PASIR PUTIH','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'TANJUNG BELUDU','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'TELUK SEJUAH','KELAYANG','INDRAGIRI HULU','RIAU','29357'
'BATU SAWAR','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'BUKIT INDAH','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'KAMPUNG BUNGA','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'KELAYANG','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'KOTA BARU','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'KUANTAN TENANG','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'LUBUK SITARAK','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'PETONGGAN','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'RIMBA SEMINAI','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'TALANG DURIAN CACAR','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'TALANG GEDABU','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'TALANG PERIGI','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'TALANG PRING JAYA','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'TALANG SELANTAI','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'TALANG SUKA MAJU','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'TALANG SUNGAI EKOK','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'TALANG SUNGAI LIMAU','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'TALANG SUNGAI PARIT','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'TALANG TUJUH BUAH TANGGA','RAKIT KULIM','INDRAGIRI HULU','RIAU','29372'
'AIR MOLEK I','PASIR PENYU','INDRAGIRI HULU','RIAU','29352'
'AIR MOLEK II','PASIR PENYU','INDRAGIRI HULU','RIAU','29352'
'BATU GAJAH','PASIR PENYU','INDRAGIRI HULU','RIAU','29352'
'CANDIREJO','PASIR PENYU','INDRAGIRI HULU','RIAU','29352'
'JATIREJO','PASIR PENYU','INDRAGIRI HULU','RIAU','29352'
'PASIR KERANJI','PASIR PENYU','INDRAGIRI HULU','RIAU','29352'
'PETALONGAN','PASIR PENYU','INDRAGIRI HULU','RIAU','29352'
'SEKAR MAWAR','PASIR PENYU','INDRAGIRI HULU','RIAU','29352'
'SERUMPUN JAYA','PASIR PENYU','INDRAGIRI HULU','RIAU','29352'
'TANAH MERAH','PASIR PENYU','INDRAGIRI HULU','RIAU','29352'
'TANJUNG GADING','PASIR PENYU','INDRAGIRI HULU','RIAU','29352'
'BANJAR BALAM','LIRIK','INDRAGIRI HULU','RIAU','29353'
'GUDANG BATU','LIRIK','INDRAGIRI HULU','RIAU','29353'
'JAPURA','LIRIK','INDRAGIRI HULU','RIAU','29353'
'LAMBANG SARI I,II,III','LIRIK','INDRAGIRI HULU','RIAU','29353'
'LAMBANG SARI IV','LIRIK','INDRAGIRI HULU','RIAU','29353'
'LAMBANG SARI V','LIRIK','INDRAGIRI HULU','RIAU','29353'
'LIRIK AREA','LIRIK','INDRAGIRI HULU','RIAU','29353'
'MEKAR SARI','LIRIK','INDRAGIRI HULU','RIAU','29353'
'PASIR RINGGIT','LIRIK','INDRAGIRI HULU','RIAU','29353'
'PASIR SIALANG JAYA','LIRIK','INDRAGIRI HULU','RIAU','29353'
'REDANG SEKO','LIRIK','INDRAGIRI HULU','RIAU','29353'
'REJOSARI','LIRIK','INDRAGIRI HULU','RIAU','29353'
'SEKO LUBUK TIGO','LIRIK','INDRAGIRI HULU','RIAU','29353'
'SIDOMULYO','LIRIK','INDRAGIRI HULU','RIAU','29353'
'SUKAJADI','LIRIK','INDRAGIRI HULU','RIAU','29353'
'SUNGAI SAGU','LIRIK','INDRAGIRI HULU','RIAU','29353'
'WONOSARI','LIRIK','INDRAGIRI HULU','RIAU','29353'
'KELAWAT','SUNGAI LALA','INDRAGIRI HULU','RIAU','29359'
'KUALA LALA','SUNGAI LALA','INDRAGIRI HULU','RIAU','29359'
'MORONG','SUNGAI LALA','INDRAGIRI HULU','RIAU','29359'
'PASIR BATU MANDI','SUNGAI LALA','INDRAGIRI HULU','RIAU','29359'
'PASIR BONGKAL','SUNGAI LALA','INDRAGIRI HULU','RIAU','29359'
'PASIR KELAMPAIAN','SUNGAI LALA','INDRAGIRI HULU','RIAU','29359'
'PASIR SELABAU','SUNGAI LALA','INDRAGIRI HULU','RIAU','29359'
'PERKEBUNAN  SUNGAI LALA','SUNGAI LALA','INDRAGIRI HULU','RIAU','29359'
'PERKEBUNAN SUNGAI PARIT','SUNGAI LALA','INDRAGIRI HULU','RIAU','29359'
'SUNGAI AIR PUTIH','SUNGAI LALA','INDRAGIRI HULU','RIAU','29359'
'SUNGAI LALA','SUNGAI LALA','INDRAGIRI HULU','RIAU','29359'
'TANJUNG DANAU','SUNGAI LALA','INDRAGIRI HULU','RIAU','29359'
'AIR PUTIH','LUBUK BATU JAYA','INDRAGIRI HULU','RIAU','29358'
'KULIM JAYA','LUBUK BATU JAYA','INDRAGIRI HULU','RIAU','29358'
'LUBUK BATU TINGGAL','LUBUK BATU JAYA','INDRAGIRI HULU','RIAU','29358'
'PONDOK GELUGUR','LUBUK BATU JAYA','INDRAGIRI HULU','RIAU','29358'
'PONTIAN MEKAR','LUBUK BATU JAYA','INDRAGIRI HULU','RIAU','29358'
'RIMPIAN','LUBUK BATU JAYA','INDRAGIRI HULU','RIAU','29358'
'SEI BEBERAS HILIR','LUBUK BATU JAYA','INDRAGIRI HULU','RIAU','29358'
'SEI BERAS-BERAS','LUBUK BATU JAYA','INDRAGIRI HULU','RIAU','29358'
'TASIK JUANG','LUBUK BATU JAYA','INDRAGIRI HULU','RIAU','29358'
'AIR JERNIH','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'ALANG KEPAYANG','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'BARANGAN','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'BUKIT PETALING','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'DANAU BARU','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'DANAU TIGA','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'KOTA LAMA','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'PEKAN HERAN','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'PEMATANG JAYA','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'PEMATANG REBA','RENGAT BARAT','INDRAGIRI HULU','RIAU','29356'
'RANTAU BAKUNG','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'REDANG','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'SIALANG DUA DAHAN','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'SUNGAI BAUNG','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'SUNGAI DAWU','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'TALANG JERINJING','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'TANAH DATAR','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'TANI MAKMUR','RENGAT BARAT','INDRAGIRI HULU','RIAU','29351'
'KAMPUNG BESAR KOTA','RENGAT','INDRAGIRI HULU','RIAU','29312'
'KAMPUNG DAGANG','RENGAT','INDRAGIRI HULU','RIAU','29313'
'KAMPUNG PULAU','RENGAT','INDRAGIRI HULU','RIAU','29314'
'KUANTAN BABU','RENGAT','INDRAGIRI HULU','RIAU','29319'
'PASAR KOTA','RENGAT','INDRAGIRI HULU','RIAU','29311'
'PASIR KEMILU','RENGAT','INDRAGIRI HULU','RIAU','29316'
'PULAU GAJAH','RENGAT','INDRAGIRI HULU','RIAU','29319'
'RANTAU MAPESAI','RENGAT','INDRAGIRI HULU','RIAU','29319'
'RAWA BANGUN','RENGAT','INDRAGIRI HULU','RIAU','29319'
'SEKIP HILIR','RENGAT','INDRAGIRI HULU','RIAU','29318'
'SEKIP HULU','RENGAT','INDRAGIRI HULU','RIAU','29319'
'SUNGAI BERINGIN','RENGAT','INDRAGIRI HULU','RIAU','29317'
'SUNGAI GUNTUNG HILIR','RENGAT','INDRAGIRI HULU','RIAU','29319'
'SUNGAI GUNTUNG TENGAH','RENGAT','INDRAGIRI HULU','RIAU','29319'
'SUNGAI RAYA','RENGAT','INDRAGIRI HULU','RIAU','29319'
'KUALA CENAKU','KUALA CENAKU','INDRAGIRI HULU','RIAU','29375'
'KUALA MULYA','KUALA CENAKU','INDRAGIRI HULU','RIAU','29375'
'PULAU GELANG','KUALA CENAKU','INDRAGIRI HULU','RIAU','29375'
'RAWA ASRI','KUALA CENAKU','INDRAGIRI HULU','RIAU','29375'
'RAWA SEKIP','KUALA CENAKU','INDRAGIRI HULU','RIAU','29375'
'SUKA JADI','KUALA CENAKU','INDRAGIRI HULU','RIAU','29375'
'TAMBAK','KUALA CENAKU','INDRAGIRI HULU','RIAU','29375'
'TANJUNG SARI','KUALA CENAKU','INDRAGIRI HULU','RIAU','29375'
'TELUK SUNGKAI','KUALA CENAKU','INDRAGIRI HULU','RIAU','29375'
'KEMBANG MEKAR SARI','KERITANG','INDRAGIRI HILIR','RIAU','29274'
'KOTABARU SEBERIDA','KERITANG','INDRAGIRI HILIR','RIAU','29274'
'KUALA KERITANG','KERITANG','INDRAGIRI HILIR','RIAU','29274'
'KUALA LEMANG','KERITANG','INDRAGIRI HILIR','RIAU','29274'
'NUSANTARA JAYA','KERITANG','INDRAGIRI HILIR','RIAU','29274'
'PANCUR','KERITANG','INDRAGIRI HILIR','RIAU','29274'
'PASAR KEMBANG','KERITANG','INDRAGIRI HILIR','RIAU','29274'
'PEBENAAN','KERITANG','INDRAGIRI HILIR','RIAU','29274'
'PENGALIHAN','KERITANG','INDRAGIRI HILIR','RIAU','29272'
'PENGALIHAN','KERITANG','INDRAGIRI HILIR','RIAU','29274'
'SEBERANG PEBENAAN','KERITANG','INDRAGIRI HILIR','RIAU','29274'
'SENCALANG','KERITANG','INDRAGIRI HILIR','RIAU','29274'
'AIR BALUI','KEMUNING','INDRAGIRI HILIR','RIAU','29276'
'BATU AMPAR','KEMUNING','INDRAGIRI HILIR','RIAU','29276'
'KEMUNING MUDA','KEMUNING','INDRAGIRI HILIR','RIAU','29276'
'KEMUNING TUA','KEMUNING','INDRAGIRI HILIR','RIAU','29276'
'KERITANG','KEMUNING','INDRAGIRI HILIR','RIAU','29276'
'LIMAU MANIS','KEMUNING','INDRAGIRI HILIR','RIAU','29276'
'LUBUK BESAR','KEMUNING','INDRAGIRI HILIR','RIAU','29276'
'SEKARA','KEMUNING','INDRAGIRI HILIR','RIAU','29276'
'TALANG JANGKANG','KEMUNING','INDRAGIRI HILIR','RIAU','29276'
'TUK JIMUN','KEMUNING','INDRAGIRI HILIR','RIAU','29276'
'MEKAR SARI','RETEH','INDRAGIRI HILIR','RIAU','29273'
'SANGLAR','RETEH','INDRAGIRI HILIR','RIAU','29273'
'SEBERANG SANGLAR','RETEH','INDRAGIRI HILIR','RIAU','29273'
